Cluster Name,Environment,Cluster Descriptor,CVE,Fixable,Severity,CVSS,Env. Impact,Impact Score,Nodes,Published On,Discovered On,Link,Summary
production,,,RHSA-2024:0448,Fixable,Important,8.2,80%,6.00,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2024-01-25T00:00:00Z,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/errata/RHSA-2024:0448,"The kernel packages contain the Linux kernel, the core of any Linux operating system.

Security Fix(es):

* kernel: bpf: Incorrect verifier pruning leads to unsafe code paths being incorrectly marked as safe (CVE-2023-2163)

* kernel: use after free in unix_stream_sendpage (CVE-2023-4622)

* kernel: net/sched: sch_hfsc UAF (CVE-2023-4623)

* kernel: eBPF: insufficient stack type checks in dynptr (CVE-2023-39191)

* kernel: IGB driver inadequate buffer size for frames larger than MTU (CVE-2023-45871)

* kernel: nfp: use-after-free in area_cache_get() (CVE-2022-3545)

* kernel: null-ptr-deref vulnerabilities in sl_tx_timeout in drivers/net/slip (CVE-2022-41858)

* kernel: UAF during login when accessing the shost ipaddress (CVE-2023-2162)

* kernel: NULL pointer dereference in can_rcv_filter (CVE-2023-2166)

* kernel: Slab-out-of-bound read in compare_netdev_and_ip (CVE-2023-2176)

* kernel: use after free in vcs_read in drivers/tty/vt/vc_screen.c due to race (CVE-2023-3567)

* kernel: use-after-free in netfilter: nf_tables (CVE-2023-3777)

* kernel: use after free in nft_immediate_deactivate (CVE-2023-4015)

* kernel: A heap out-of-bounds write (CVE-2023-5717)

* hw amd: Return Address Predictor vulnerability leading to information disclosure (CVE-2023-20569)

* kernel: fbcon: out-of-sync arrays in fbcon_mode_deleted due to wrong con2fb_map assignment (CVE-2023-38409)

* kernel: use-after-free in l2cap_sock_release in net/bluetooth/l2cap_sock.c (CVE-2023-40283)

* kernel: SEV-ES local priv escalation (CVE-2023-46813)

* kernel: use-after-free in smb2_is_status_io_timeout() (CVE-2023-1192)

* kernel: NULL pointer dereference in dpll_pin_parent_pin_set() in drivers/dpll/dpll_netlink.c (CVE-2023-6679)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section.

Bug Fix(es):

* sev-guest is not loaded automatically in the guest kernel when sev-snp is enabled (BZ#2218934)

* Cgroups v2: Current interface to disable cpu load balancing not compatible with kubernetes cgroup hierarchy (BZ#2238754)

* WPC ice driver misc irq not getting generated for a interface. (BZ#2245881)

* RHEL9.0 - s390/qeth: NET2016 - fix use-after-free in HSCI (BZ#2247798)

* pNFS/filelayout: treat GETDEVICEINFO errors as layout failure (BZ#2249557)

* cifs: fix dentry lookups in directory handle cache (BZ#2249558)

* Performance regression with random 2 KiB writes to ext4 filesystem with 4 KiB filesystem blocks (BZ#2249685)

* kernel.spec: Fix UKI naming to comply with BLS (BZ#2254546)"
production,,,CVE-2019-25067,Not Fixable,Low,8.1,100%,5.90,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2019-25067,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: A vulnerability, which was classified as critical, was found in Podman and Varlink 1.5.1. This affects an unknown part of the component API. The manipulation leads to Privilege Escalation. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used."
production,,,RHSA-2023:5763,Fixable,Important,8.1,80%,5.90,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2023-10-17T00:00:00Z,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/errata/RHSA-2023:5763,"The curl packages provide the libcurl library and the curl utility for downloading files from servers using various protocols, including HTTP, FTP, and LDAP.

Security Fix(es):

* curl: a heap-based buffer overflow in the SOCKS5 proxy handshake (CVE-2023-38545)

* curl: cookie injection with none file (CVE-2023-38546)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
production,,,RHSA-2023:3366,Fixable,Important,8.1,80%,5.90,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2023-06-07T00:00:00Z,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/errata/RHSA-2023:3366,"Red Hat OpenShift Container Platform is Red Hat's cloud computing Kubernetes application platform solution designed for on-premise or private cloud deployments.

This advisory contains the RPM packages for Red Hat OpenShift Container Platform 4.13.2. See the following advisory for the container images for this release:

https://access.redhat.com/errata/RHSA-2023:3367

Security Fix(es):

* golang: html/template: improper handling of JavaScript whitespace (CVE-2023-24540)

* golang: crash in a golang.org/x/crypto/ssh server (CVE-2022-27191)

* golang: path/filepath: path-filepath filepath.Clean path traversal (CVE-2022-41722)

* golang: crypto/tls: large handshake records may cause panics (CVE-2022-41724)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section.

All OpenShift Container Platform 4.13 users are advised to upgrade to these updated packages and images when they are available in the appropriate release channel. To check for available updates, use the OpenShift CLI (oc) or web console. Instructions for upgrading a cluster are available at https://docs.openshift.com/container-platform/4.13/updating/updating-cluster-cli.html"
production,,,CVE-2022-3262,Not Fixable,Moderate,8.1,100%,5.20,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/security/cve/CVE-2022-3262,"DOCUMENTATION: A flaw was found in Openshift. A pod with a DNSPolicy of ""ClusterFirst"" may incorrectly resolve the hostname based on a service provided. This flaw allows an attacker to supply an incorrect name with the DNS search policy, affecting confidentiality and availability. 
            STATEMENT: This is a known issue upstream: https://kubernetes.io/docs/concepts/overview/working-with-objects/namespaces/#namespaces-and-dns

To guard against redirection attacks system administrators can pre-create the namespaces for TLDs or use a third-party solution to block users from creating those namespaces."
production,,,CVE-2021-43816,Not Fixable,Low,8.0,100%,6.00,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2021-43816,"DOCUMENTATION: An incorrect permission assignment flaw was found in containerd. This flaw allows a local attacker to use a specially designed text file to read and write files outside of the container's scope. 
            STATEMENT: Because Red Hat OpenStack Platform's director-operator does not use hostPath volumes, the RHOSP Impact has been rated Low impact and no updates will be provided at this time for its containers.

In Red Hat OpenShift Container Platform (OCP) the containerd package is not actually used, but because the containerd API is supported the core OCP components are listed as affected by this CVE and the impact is reduced to Low."
production,,,RHSA-2024:0723,Fixable,Important,7.8,100%,5.90,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2024-02-07T00:00:00Z,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/errata/RHSA-2024:0723,"The kernel packages contain the Linux kernel, the core of any Linux operating system.

Security Fix(es):

* kernel: ktls overwrites readonly memory pages when using function splice with a ktls socket as destination (CVE-2024-0646)

* kernel: sctp: fail if no bound addresses can be used for a given scope (CVE-2023-1074)

* kernel: NULL pointer dereference in nvmet_tcp_build_iovec (CVE-2023-6356)

* kernel: NULL pointer dereference in nvmet_tcp_execute_request (CVE-2023-6535)

* kernel: NULL pointer dereference in __nvmet_req_complete (CVE-2023-6536)

* kernel: Out-Of-Bounds Read vulnerability in smbCalcSize (CVE-2023-6606)

* kernel: OOB Access in smb2_dump_detail (CVE-2023-6610)

* kernel: use-after-free in IPv4 IGMP (CVE-2023-6932)

* kernel: refcount leak in ctnetlink_create_conntrack() (CVE-2023-7192)

* kernel: drivers/usb/storage/ene_ub6250.c (CVE-2023-45862)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
production,,,RHSA-2024:1018,Fixable,Important,7.8,100%,5.90,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2024-02-28T00:00:00Z,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/errata/RHSA-2024:1018,"The kernel packages contain the Linux kernel, the core of any Linux operating system.

Security Fix(es):

* kernel: GSM multiplexing race condition leads to privilege escalation (CVE-2023-6546)

* kernel: inactive elements in nft_pipapo_walk (CVE-2023-6817)

* kernel: netfilter: use-after-free in nft_trans_gc_catchall_sync leads to privilege escalation (CVE-2024-0193)

* kernel: vmwgfx: NULL pointer dereference in vmw_cmd_dx_define_query (CVE-2022-38096)

* kernel: Use-after-free in nft_verdict_dump due to a race between set GC and transaction (CVE-2023-4244)

* kernel: Out of boundary write in perf_read_group() as result of overflow a perf_event's read_size (CVE-2023-6931)

* kernel: use-after-free in amdgpu_cs_wait_all_fences in drivers/gpu/drm/amd/amdgpu/amdgpu_cs.c (CVE-2023-51042)

* kernel: use-after-free during a race condition between a nonblocking atomic commit and a driver unload in drivers/gpu/drm/drm_atomic.c (CVE-2023-51043)

* kernel: nf_tables: use-after-free vulnerability in the nft_setelem_catchall_deactivate() function (CVE-2024-1085)

* kernel: nf_tables: use-after-free vulnerability in the nft_verdict_init() function (CVE-2024-1086)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
production,,,CVE-2020-1712,Not Fixable,Important,7.8,100%,5.90,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2020-1712,"DOCUMENTATION: A heap use-after-free vulnerability was found in systemd, where asynchronous Polkit queries are performed while handling dbus messages. A local unprivileged attacker can abuse this flaw to crash systemd services or potentially execute code and elevate their privileges, by sending specially crafted dbus messages. 
            STATEMENT: This issue did not affect the versions of systemd as shipped with Red Hat Enterprise Linux 7 as there is no service that performs asynchronous polkit requests in a vulnerable way.

The version of systemd delivered in OpenShift Container Platform 4.1 and included in CoreOS images has been superseded by the version delivered in Red Hat Enterprise Linux 8. CoreOS updates for systemd in will be consumed from Red Hat Enterprise Linux 8 channels."
production,,,RHSA-2023:7361,Fixable,Moderate,7.8,80%,5.90,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2023-11-21T00:00:00Z,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/errata/RHSA-2023:7361,"The ncurses (new curses) library routines are a terminal-independent method of updating character screens with reasonable optimization. The ncurses packages contain support utilities including a terminfo compiler tic, a decompiler infocmp, clear, tput, tset, and a termcap conversion tool captoinfo.

Security Fix(es):

* ncurses: Local users can trigger security-relevant memory corruption via malformed data (CVE-2023-29491)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
production,,,RHSA-2023:4380,Fixable,Important,7.8,80%,5.90,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2023-08-01T00:00:00Z,2024-02-28T06:58:05.537931105Z,https://access.redhat.com/errata/RHSA-2023:4380,"This is a kernel live patch module which is automatically loaded by the RPM post-install script to modify the code of a running kernel.

Security Fix(es):

* kernel: ipvlan: out-of-bounds write caused by unclear skb->cb (CVE-2023-3090)

* kernel: cls_flower: out-of-bounds write in fl_set_geneve_opt() (CVE-2023-35788)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
production,,,RHSA-2023:5071,Fixable,Moderate,7.8,80%,5.90,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2023-09-12T00:00:00Z,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/errata/RHSA-2023:5071,"Libcap is a library for getting and setting POSIX.1e (formerly POSIX 6) draft 15 capabilities.

Security Fix(es):

* libcap: Integer Overflow in _libcap_strdup() (CVE-2023-2603)

* libcap: Memory Leak on pthread_create() Error (CVE-2023-2602)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
production,,,RHSA-2023:4377,Fixable,Important,7.8,80%,5.90,"ip-10-0-204-100.us-east-2.compute.internal
ip-10-0-238-87.us-east-2.compute.internal
ip-10-0-158-188.us-east-2.compute.internal
ip-10-0-150-64.us-east-2.compute.internal",2023-08-01T00:00:00Z,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/errata/RHSA-2023:4377,"The kernel packages contain the Linux kernel, the core of any Linux operating system.

Security Fix(es):

* kernel: ipvlan: out-of-bounds write caused by unclear skb->cb (CVE-2023-3090)

* kernel: cls_flower: out-of-bounds write in fl_set_geneve_opt() (CVE-2023-35788)

* kernel: KVM: x86/mmu: race condition in direct_page_fault() (CVE-2022-45869)

* kernel: speculative pointer dereference in do_prlimit() in kernel/sys.c (CVE-2023-0458)

* kernel: Spectre v2 SMT mitigations problem (CVE-2023-1998)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section.

Bug Fix(es):

* HPEMC RHEL 9 BUG: acpi-cpufreq: Skip initializtion if a cpufreq driver exists (BZ#2186562)

* RHEL 9.3: Update locking code to upstream 6.1 and further fixes (BZ#2187507)

* Getting ""kernel: RIP: 0010:nvme_setup_discard+0x172/0x1e0 [nvme_core]"" when I/O and DISCARD commands are sent to the file system on NVMe/TCP multipath device (BZ#2192632)

* RHEL 9.2 OS cannot boot successfully when enabling VMD in UEFI setup (BZ#2196230)

* Intel E810 card unable to create a MACVLAN on interface already configured as SRIOV (BZ#2209284)

* Trouble getting callstacks when signal has interrupted clock_gettime (BZ#2210074)

* DELL 9.3 BUG: HDMI/DP audio output device lost on some new wn21 series graphic card(Discrete mode). (BZ#2211656)

* DELL RHEL 9.2 BUG: Observed device_dax related probe errors in dmesg when HBM CPU is set to flat mode and creating duplicate device_dax ids and hence probe is failing (BZ#2212386)

* ice: The response of the ""ubxtool -p <PRESET>"" command may not correspond to the command: (BZ#2213186)

* Update lpfc 14.2.0.12 for RHEL 9.3 Inbox with three bug fixes from 14.2.0.13 (BZ#2213616)

* avoid unnecessary page fault retires on shared memory types (BZ#2213894)

* jitter: Fix RCT/APT health test during initialization (BZ#2215080)

* coretemp driver causes RDMSR interruption on isolated CPU (BZ#2215552)

* rbd: avoid fast-diff corruption in snapshot-based mirroring (BZ#2216569)

* Hyper-V RHEL-9: Fix VM crash/hang Issues due to fast VF add/remove events (BZ#2217066)

* OVS ERSPAN2: ip6erspan incorrect erspan version in GRE header (BZ#2217493)

* kernel-rt: system hung during stress-ng (BZ#2217939)

* kvm/sriov: high latency after soft reboot (BZ#2218871)

* CPU slushiness observed with lots of kworkers being created on host when more than 2 vm spawned in single shot (BZ#2218935)

* Wrong hwlat CPU affinity when started from a container. (BZ#2221157)

* cifs: check the lease context if we actually got a lease (BZ#2221159)

Enhancement(s):

* Intel 9.3 FEAT SPR power: Intel SST SNC4 support (BZ#2185605)

* Dell 9.3 Feat dell-wmi-privacy: The microphone still have function when press F4 Microphone Mute hotkey on Orchid Bay MLK (BZ#2209808)

* RFE: Support for a 'source-load-balancing' bonding mode (BZ#2221169)"
